"design","score","rank","average-cohession","average-coupling"
"flatten.step unwind.getUnwindablePaths unwind.unwind unwind.unwindReducer",1,1,1,0
"flatten.step$unwind.getUnwindablePaths unwind.unwind unwind.unwindReducer",0.6666666666666666,2,0.6666666666666666,0
"flatten.step$unwind.getUnwindablePaths$unwind.unwind unwind.unwindReducer",0.5,3,0.5,0
"flatten.step$unwind.getUnwindablePaths$unwind.unwind$unwind.unwindReducer",0,4,0,0
