"design","score","rank","average-cohession","average-coupling"
"a b c d",0,2,1,-1
"a$b c d",0,2,1,-1
"a$b$c d",-0.16666666666666674,3,0.8333333333333333,-1
"a$b$c$d",0.6666666666666666,1,0.6666666666666666,0
