"design","score","rank","average-cohession","average-coupling"
"JSON2CSVAsyncParser.constructor$JSON2CSVBase.constructor$JSON2CSVBase.preprocessOpts$JSON2CSVBase.getHeader$JSON2CSVBase.processRow$utils.fastJoin$JSON2CSVParser.processData$JSON2CSVParser.parse$JSON2CSVParser.preprocessData$JSON2CSVBase.preprocessFieldsInfo$JSON2CSVTransform.pushHeader$JSON2CSVBase.preprocessRow$JSON2CSVTransform.pushLine$JSON2CSVTransform._transform$JSON2CSVTransform.write$JSON2CSVParser.constructor$JSON2CSVTransform.constructor$JSON2CSVTransform.initJSONParser JSON2CSVBase.processCell$JSON2CSVBase.processValue$JSON2CSVBase.value JSON2CSVTransform._flush$JSON2CSVTransform.getPendingData JSON2CSVTransform.initNDJSONParse JSON2CSVTransform.initObjectModeParse flatten.step unwind.getUnwindablePaths unwind.unwind unwind.unwindReducer utils.flattenReducer utils.setProp utils.unsetProp",0.7098925572128187,9,0.923225890546152,-0.21333333333333332
"JSON2CSVAsyncParser.constructor$JSON2CSVBase.constructor$JSON2CSVBase.preprocessOpts$JSON2CSVBase.getHeader$JSON2CSVBase.processRow$utils.fastJoin$JSON2CSVParser.processData$JSON2CSVParser.parse$JSON2CSVParser.preprocessData$JSON2CSVBase.preprocessFieldsInfo$JSON2CSVTransform.pushHeader$JSON2CSVBase.preprocessRow$JSON2CSVTransform.pushLine$JSON2CSVTransform._transform$JSON2CSVTransform.write$JSON2CSVParser.constructor$JSON2CSVTransform.constructor$JSON2CSVTransform.initJSONParser$JSON2CSVTransform.initNDJSONParse JSON2CSVBase.processCell$JSON2CSVBase.processValue$JSON2CSVBase.value JSON2CSVTransform._flush$JSON2CSVTransform.getPendingData JSON2CSVTransform.initObjectModeParse flatten.step unwind.getUnwindablePaths unwind.unwind unwind.unwindReducer utils.flattenReducer utils.setProp utils.unsetProp",0.7991204896468054,7,0.9154841260104417,-0.11636363636363636
"JSON2CSVAsyncParser.constructor$JSON2CSVBase.constructor$JSON2CSVBase.preprocessOpts$JSON2CSVBase.getHeader$JSON2CSVBase.processRow$utils.fastJoin$JSON2CSVParser.processData$JSON2CSVParser.parse$JSON2CSVParser.preprocessData$JSON2CSVBase.preprocessFieldsInfo$JSON2CSVTransform.pushHeader$JSON2CSVBase.preprocessRow$JSON2CSVTransform.pushLine$JSON2CSVTransform._transform$JSON2CSVTransform.write$JSON2CSVParser.constructor$JSON2CSVTransform.constructor$JSON2CSVTransform.initJSONParser$JSON2CSVTransform.initNDJSONParse$JSON2CSVTransform.initObjectModeParse JSON2CSVBase.processCell$JSON2CSVBase.processValue$JSON2CSVBase.value JSON2CSVTransform._flush$JSON2CSVTransform.getPendingData flatten.step unwind.getUnwindablePaths unwind.unwind unwind.unwindReducer utils.flattenReducer utils.setProp utils.unsetProp",0.9062887989203777,1,0.9062887989203777,0
"JSON2CSVAsyncParser.constructor$JSON2CSVBase.constructor$JSON2CSVBase.preprocessOpts$JSON2CSVBase.getHeader$JSON2CSVBase.processRow$utils.fastJoin$JSON2CSVParser.processData$JSON2CSVParser.parse$JSON2CSVParser.preprocessData$JSON2CSVBase.preprocessFieldsInfo$JSON2CSVTransform.pushHeader$JSON2CSVBase.preprocessRow$JSON2CSVTransform.pushLine$JSON2CSVTransform._transform$JSON2CSVTransform.write$JSON2CSVParser.constructor$JSON2CSVTransform.constructor$JSON2CSVTransform.initJSONParser$JSON2CSVTransform.initNDJSONParse$JSON2CSVTransform.initObjectModeParse$JSON2CSVBase.processCell$JSON2CSVBase.processValue$JSON2CSVBase.value JSON2CSVTransform._flush$JSON2CSVTransform.getPendingData flatten.step unwind.getUnwindablePaths unwind.unwind unwind.unwindReducer utils.flattenReducer utils.setProp utils.unsetProp",0.8938774590948504,2,0.8938774590948504,0
"JSON2CSVAsyncParser.constructor$JSON2CSVBase.constructor$JSON2CSVBase.preprocessOpts$JSON2CSVBase.getHeader$JSON2CSVBase.processRow$utils.fastJoin$JSON2CSVParser.processData$JSON2CSVParser.parse$JSON2CSVParser.preprocessData$JSON2CSVBase.preprocessFieldsInfo$JSON2CSVTransform.pushHeader$JSON2CSVBase.preprocessRow$JSON2CSVTransform.pushLine$JSON2CSVTransform._transform$JSON2CSVTransform.write$JSON2CSVParser.constructor$JSON2CSVTransform.constructor$JSON2CSVTransform.initJSONParser$JSON2CSVTransform.initNDJSONParse$JSON2CSVTransform.initObjectModeParse$JSON2CSVBase.processCell$JSON2CSVBase.processValue$JSON2CSVBase.value$JSON2CSVTransform._flush$JSON2CSVTransform.getPendingData flatten.step unwind.getUnwindablePaths unwind.unwind unwind.unwindReducer utils.flattenReducer utils.setProp utils.unsetProp",0.8790028490028491,3,0.8790028490028491,0
"JSON2CSVAsyncParser.constructor$JSON2CSVBase.constructor$JSON2CSVBase.preprocessOpts$JSON2CSVBase.getHeader$JSON2CSVBase.processRow$utils.fastJoin$JSON2CSVParser.processData$JSON2CSVParser.parse$JSON2CSVParser.preprocessData$JSON2CSVBase.preprocessFieldsInfo$JSON2CSVTransform.pushHeader$JSON2CSVBase.preprocessRow$JSON2CSVTransform.pushLine$JSON2CSVTransform._transform$JSON2CSVTransform.write$JSON2CSVParser.constructor$JSON2CSVTransform.constructor$JSON2CSVTransform.initJSONParser$JSON2CSVTransform.initNDJSONParse$JSON2CSVTransform.initObjectModeParse$JSON2CSVBase.processCell$JSON2CSVBase.processValue$JSON2CSVBase.value$JSON2CSVTransform._flush$JSON2CSVTransform.getPendingData$flatten.step unwind.getUnwindablePaths unwind.unwind unwind.unwindReducer utils.flattenReducer utils.setProp utils.unsetProp",0.8607081807081807,4,0.8607081807081807,0
"JSON2CSVAsyncParser.constructor$JSON2CSVBase.constructor$JSON2CSVBase.preprocessOpts$JSON2CSVBase.getHeader$JSON2CSVBase.processRow$utils.fastJoin$JSON2CSVParser.processData$JSON2CSVParser.parse$JSON2CSVParser.preprocessData$JSON2CSVBase.preprocessFieldsInfo$JSON2CSVTransform.pushHeader$JSON2CSVBase.preprocessRow$JSON2CSVTransform.pushLine$JSON2CSVTransform._transform$JSON2CSVTransform.write$JSON2CSVParser.constructor$JSON2CSVTransform.constructor$JSON2CSVTransform.initJSONParser$JSON2CSVTransform.initNDJSONParse$JSON2CSVTransform.initObjectModeParse$JSON2CSVBase.processCell$JSON2CSVBase.processValue$JSON2CSVBase.value$JSON2CSVTransform._flush$JSON2CSVTransform.getPendingData$flatten.step$unwind.getUnwindablePaths unwind.unwind unwind.unwindReducer utils.flattenReducer utils.setProp utils.unsetProp",0.8364461327424292,5,0.8364461327424292,0
"JSON2CSVAsyncParser.constructor$JSON2CSVBase.constructor$JSON2CSVBase.preprocessOpts$JSON2CSVBase.getHeader$JSON2CSVBase.processRow$utils.fastJoin$JSON2CSVParser.processData$JSON2CSVParser.parse$JSON2CSVParser.preprocessData$JSON2CSVBase.preprocessFieldsInfo$JSON2CSVTransform.pushHeader$JSON2CSVBase.preprocessRow$JSON2CSVTransform.pushLine$JSON2CSVTransform._transform$JSON2CSVTransform.write$JSON2CSVParser.constructor$JSON2CSVTransform.constructor$JSON2CSVTransform.initJSONParser$JSON2CSVTransform.initNDJSONParse$JSON2CSVTransform.initObjectModeParse$JSON2CSVBase.processCell$JSON2CSVBase.processValue$JSON2CSVBase.value$JSON2CSVTransform._flush$JSON2CSVTransform.getPendingData$flatten.step$unwind.getUnwindablePaths$unwind.unwind unwind.unwindReducer utils.flattenReducer utils.setProp utils.unsetProp",0.8026138470582915,6,0.8026138470582915,0
"JSON2CSVAsyncParser.constructor$JSON2CSVBase.constructor$JSON2CSVBase.preprocessOpts$JSON2CSVBase.getHeader$JSON2CSVBase.processRow$utils.fastJoin$JSON2CSVParser.processData$JSON2CSVParser.parse$JSON2CSVParser.preprocessData$JSON2CSVBase.preprocessFieldsInfo$JSON2CSVTransform.pushHeader$JSON2CSVBase.preprocessRow$JSON2CSVTransform.pushLine$JSON2CSVTransform._transform$JSON2CSVTransform.write$JSON2CSVParser.constructor$JSON2CSVTransform.constructor$JSON2CSVTransform.initJSONParser$JSON2CSVTransform.initNDJSONParse$JSON2CSVTransform.initObjectModeParse$JSON2CSVBase.processCell$JSON2CSVBase.processValue$JSON2CSVBase.value$JSON2CSVTransform._flush$JSON2CSVTransform.getPendingData$flatten.step$unwind.getUnwindablePaths$unwind.unwind$unwind.unwindReducer utils.flattenReducer utils.setProp utils.unsetProp",0.7520104416656141,8,0.7520104416656141,0
"JSON2CSVAsyncParser.constructor$JSON2CSVBase.constructor$JSON2CSVBase.preprocessOpts$JSON2CSVBase.getHeader$JSON2CSVBase.processRow$utils.fastJoin$JSON2CSVParser.processData$JSON2CSVParser.parse$JSON2CSVParser.preprocessData$JSON2CSVBase.preprocessFieldsInfo$JSON2CSVTransform.pushHeader$JSON2CSVBase.preprocessRow$JSON2CSVTransform.pushLine$JSON2CSVTransform._transform$JSON2CSVTransform.write$JSON2CSVParser.constructor$JSON2CSVTransform.constructor$JSON2CSVTransform.initJSONParser$JSON2CSVTransform.initNDJSONParse$JSON2CSVTransform.initObjectModeParse$JSON2CSVBase.processCell$JSON2CSVBase.processValue$JSON2CSVBase.value$JSON2CSVTransform._flush$JSON2CSVTransform.getPendingData$flatten.step$unwind.getUnwindablePaths$unwind.unwind$unwind.unwindReducer$utils.flattenReducer utils.setProp utils.unsetProp",0.6678390149654517,10,0.6678390149654517,0
